52	0	4.685339331626892090e-01
49	0	5.604598522186279297e-01
285	0	4.677565693855285645e-01
26	0	4.801790118217468262e-01
262	0	4.965632557868957520e-01
195	0	4.787296950817108154e-01
508	0	5.541650056838989258e-01
237	0	5.576298236846923828e-01
506	0	5.534986853599548340e-01
257	0	5.598362088203430176e-01
356	0	5.534120202064514160e-01
527	0	5.530919432640075684e-01
83	0	4.681161046028137207e-01
407	0	5.531781315803527832e-01
237	0	4.774877130985260010e-01
202	0	4.671735763549804688e-01
74	0	4.975011646747589111e-01
182	1	5.602405071258544922e-01
352	0	5.539366006851196289e-01
193	0	5.042236447334289551e-01
188	0	4.763595461845397949e-01
85	0	4.930105507373809814e-01
0	1	5.552213788032531738e-01
292	0	4.774080812931060791e-01
492	0	5.547787547111511230e-01
168	0	4.941965043544769287e-01
103	0	4.815553724765777588e-01
294	0	4.667634963989257812e-01
440	0	5.591666698455810547e-01
405	0	5.535457730293273926e-01
246	1	5.594170689582824707e-01
366	0	5.537165999412536621e-01
0	0	4.783230721950531006e-01
289	0	4.774050414562225342e-01
602	0	5.539225339889526367e-01
193	0	5.592234134674072266e-01
359	0	5.595957636833190918e-01
558	0	5.596422553062438965e-01
295	0	4.764525294303894043e-01
267	0	5.022745728492736816e-01
596	0	5.547386407852172852e-01
465	0	5.539084672927856445e-01
352	0	5.540462136268615723e-01
422	0	5.536628365516662598e-01
252	0	4.772439301013946533e-01
517	0	5.544604659080505371e-01
416	0	5.539566278457641602e-01
508	0	5.545466542243957520e-01
561	0	5.545165538787841797e-01
79	0	4.866256117820739746e-01
221	0	4.676831960678100586e-01
208	0	5.592609047889709473e-01
402	0	5.539815425872802734e-01
137	0	4.883768558502197266e-01
79	0	4.683479368686676025e-01
270	0	5.591661930084228516e-01
66	0	5.544604063034057617e-01
454	0	5.561069846153259277e-01
449	0	5.539008378982543945e-01
585	0	5.591794252395629883e-01
14	0	5.068610906600952148e-01
353	0	5.589237809181213379e-01
290	0	4.781936109066009521e-01
475	0	5.539135932922363281e-01
597	0	5.554614067077636719e-01
355	0	5.532861351966857910e-01
354	0	5.590304732322692871e-01
405	0	5.536538958549499512e-01
242	0	4.778154194355010986e-01
573	0	5.543211698532104492e-01
501	0	5.598510503768920898e-01
1	0	4.706223011016845703e-01
152	1	5.601152777671813965e-01
19	0	5.597750544548034668e-01
388	0	5.524395108222961426e-01
31	0	5.598389506340026855e-01
359	0	5.597887039184570312e-01
566	0	5.542331337928771973e-01
498	0	5.547416806221008301e-01
6	1	5.537309646606445312e-01
381	0	5.541251301765441895e-01
65	0	4.919990301132202148e-01
334	1	5.585998892784118652e-01
219	0	4.776306450366973877e-01
535	0	5.540571212768554688e-01
464	0	5.544221997261047363e-01
513	0	5.556074380874633789e-01
623	0	5.528662800788879395e-01
233	0	4.676215648651123047e-01
279	0	4.769632816314697266e-01
399	0	5.531055331230163574e-01
54	0	4.798552095890045166e-01
293	0	4.969764053821563721e-01
449	0	5.543194413185119629e-01
565	0	5.530702471733093262e-01
40	0	5.130650401115417480e-01
335	0	5.538952350616455078e-01
129	0	4.783332049846649170e-01
421	0	5.595466494560241699e-01
399	0	5.531043410301208496e-01
357	0	5.593741536140441895e-01
116	0	4.790595173835754395e-01
172	1	5.596153736114501953e-01
543	0	5.552312135696411133e-01
92	0	4.681490957736968994e-01
63	0	4.696776866912841797e-01
558	0	5.593813657760620117e-01
352	0	5.541338920593261719e-01
310	0	4.782711565494537354e-01
55	0	4.953155219554901123e-01
123	0	4.763129353523254395e-01
173	0	5.107138752937316895e-01
593	0	5.547540187835693359e-01
411	0	5.598581433296203613e-01
109	0	5.042378306388854980e-01
423	0	5.534888505935668945e-01
156	0	4.993504285812377930e-01
231	0	4.762883186340332031e-01
456	0	5.593360662460327148e-01
413	0	5.601564049720764160e-01
20	1	5.432575941085815430e-01
46	1	5.084429979324340820e-01
239	0	4.769851863384246826e-01
9	0	5.024695992469787598e-01
288	0	5.598571896553039551e-01
296	0	4.758663475513458252e-01
622	0	5.544012188911437988e-01
106	0	5.600162148475646973e-01
358	0	5.541763901710510254e-01
377	0	5.551929473876953125e-01
517	0	5.547723174095153809e-01
565	0	5.544211268424987793e-01
448	0	5.551995038986206055e-01
599	0	5.531771183013916016e-01
261	0	5.592691898345947266e-01
317	0	5.593193769454956055e-01
622	0	5.532156229019165039e-01
604	0	5.543972253799438477e-01
155	0	4.687829315662384033e-01
249	0	4.769193530082702637e-01
10	0	4.792904257774353027e-01
43	0	4.692567288875579834e-01
334	0	5.610406398773193359e-01
365	0	5.543500781059265137e-01
229	0	5.598342418670654297e-01
180	0	4.685443341732025146e-01
133	0	5.545040369033813477e-01
194	1	5.551329851150512695e-01
9	0	5.560659170150756836e-01
430	0	5.526901483535766602e-01
66	0	4.688928723335266113e-01
272	0	4.763565957546234131e-01
177	0	4.687626957893371582e-01
42	0	4.692457616329193115e-01
604	0	5.551707148551940918e-01
24	0	4.792719185352325439e-01
372	0	5.594999194145202637e-01
421	0	5.548399686813354492e-01
64	1	5.549321770668029785e-01
24	0	4.680430889129638672e-01
331	0	5.536390542984008789e-01
391	0	5.602846741676330566e-01
172	0	5.548940896987915039e-01
190	0	4.951798319816589355e-01
4	0	4.681449532508850098e-01
217	0	4.864467084407806396e-01
34	0	5.596674084663391113e-01
22	1	5.231221318244934082e-01
393	0	5.568914413452148438e-01
179	0	4.678917825222015381e-01
254	1	5.594920516014099121e-01
253	0	4.768911600112915039e-01
207	0	5.590613484382629395e-01
209	0	4.940164089202880859e-01
32	0	4.783211052417755127e-01
45	0	4.683195948600769043e-01
385	0	5.540263056755065918e-01
463	0	5.540303587913513184e-01
459	0	5.545635819435119629e-01
26	0	5.603182315826416016e-01
345	0	5.547448992729187012e-01
189	0	4.785087108612060547e-01
362	0	5.532240867614746094e-01
226	0	5.537709593772888184e-01
337	0	5.533684492111206055e-01
182	1	5.605098009109497070e-01
121	0	4.935932755470275879e-01
155	0	4.808896780014038086e-01
437	0	5.530077815055847168e-01
609	0	5.542087554931640625e-01
557	0	5.545169115066528320e-01
113	0	4.686881005764007568e-01
69	1	5.609316229820251465e-01
163	0	4.777059853076934814e-01
576	0	5.550001263618469238e-01
409	0	5.591863393783569336e-01
535	0	5.561624169349670410e-01
386	0	5.550811290740966797e-01
